1.824, 2.95, 0.57, 8.97, 0.47, 0.19, -0.33, -7.52, -2.79, 0.90, 0.45, -0.25, 0.12, -7.63, 0.76, 2.45, 0.31, 0.09, 0.25
1.858, 2.78, 0.54, 9.41, 0.43, 0.27, -0.26, -7.86, -2.66, 0.57, 0.39, -0.19, 0.19, -8.04, 0.29, 2.27, 0.25, 0.14, 0.19
1.893, 2.55, -0.10, 8.84, 0.33, 0.27, -0.31, -7.17, -2.42, 0.18, 0.45, -0.08, 0.19, -7.30, 0.09, 1.99, 0.32, 0.15, 0.07
1.927, 2.46, 0.60, 7.84, 0.21, 0.35, -0.31, -6.17, -2.28, 0.85, 0.43, 0.02, 0.28, -6.15, 0.68, 1.95, 0.30, 0.25, -0.01
1.961, 2.26, -0.38, 6.03, 0.14, 0.58, -0.25, -4.41, -2.02, -0.29, 0.39, 0.10, 0.54, -4.26, -0.58, 1.67, 0.28, 0.55, -0.08
1.995, 1.93, -0.01, 7.82, 0.33, 1.06, -0.35, -7.11, -1.72, 0.41, 0.47, -0.15, 1.01, -7.24, 0.23, 1.27, 0.35, 0.99, 0.22
2.029, 1.57, -0.34, 11.04, 0.46, 1.14, -0.42, -9.62, -1.58, -0.13, 0.54, -0.21, 1.04, -9.96, -0.20, 0.99, 0.43, 0.99, 0.24
2.062, 1.50, 0.64, 11.10, 0.41, 1.03, -0.43, -9.23, -1.37, 0.76, 0.54, -0.14, 0.94, -9.17, 0.67, 0.93, 0.42, 0.91, 0.15
2.097, 1.41, 0.43, 10.56, 0.12, 1.17, -0.35, -9.22, -1.24, 0.53, 0.46, 0.14, 1.09, -9.45, 0.33, 0.77, 0.36, 1.07, -0.11
2.131, 1.23, -0.23, 11.32, 0.31, 1.23, -0.38, -10.21, -1.17, 0.17, 0.50, -0.12, 1.15, -10.24, 0.07, 0.54, 0.40, 1.12, 0.20
2.164, 1.03, 0.57, 11.35, 0.53, 1.24, -0.42, -9.83, -0.90, 0.80, 0.52, -0.28, 1.16, -10.00, 0.92, 0.32, 0.40, 1.13, 0.30
2.199, 0.59, 0.85, 13.14, 0.29, 1.27, -0.33, -11.76, -0.51, 0.89, 0.44, -0.03, 1.17, -12.30, 0.80, -0.02, 0.33, 1.12, 0.07
2.233, 0.30, 0.25, 15.20, 0.33, 0.99, -0.34, -13.64, -0.46, 0.43, 0.46, -0.10, 0.86, -13.63, 0.47, -0.19, 0.35, 0.78, 0.15
2.267, 0.32, 0.92, 13.33, 0.44, 0.69, -0.37, -11.56, -0.24, 1.13, 0.49, -0.20, 0.59, -11.40, 1.18, -0.34, 0.36, 0.54, 0.21
2.301, 0.13, 1.45, 13.83, 0.43, 0.66, -0.32, -12.54, -0.05, 1.64, 0.43, -0.19, 0.56, -13.07, 1.73, -0.56, 0.30, 0.49, 0.19
2.336, 0.03, 1.40, 14.85, 0.26, 0.35, -0.20, -13.11, -0.00, 1.41, 0.32, -0.03, 0.24, -12.99, 1.27, -0.58, 0.19, 0.17, 0.03
2.369, -0.09, 0.66, 11.97, 0.23, 0.23, -0.19, -10.43, 0.21, 0.82, 0.33, 0.01, 0.15, -10.43, 0.92, -0.80, 0.20, 0.12, -0.01
2.403, -0.30, 1.74, 12.58, 0.15, 0.28, -0.15, -11.19, 0.42, 1.92, 0.27, 0.08, 0.19, -11.26, 1.92, -0.91, 0.14, 0.15, -0.07
2.437, -0.51, 1.82, 12.60, 0.18, 0.21, -0.07, -11.10, 0.63, 1.93, 0.20, 0.05, 0.12, -11.17, 1.90, -1.13, 0.06, 0.07, -0.06
2.471, -0.60, 2.18, 12.53, 0.15, 0.11, 0.00, -10.99, 0.72, 2.40, 0.13, 0.07, 0.02, -10.89, 2.42, -1.16, -0.02, -0.04, -0.08
2.506, -0.64, 2.45, 11.30, 0.23, 0.05, 0.09, -9.76, 0.79, 2.67, 0.04, -0.01, -0.04, -9.68, 2.72, -1.16, -0.12, -0.07, -0.02
2.539, -0.62, 3.11, 11.06, 0.09, 0.07, 0.26, -9.57, 0.85, 3.24, -0.14, 0.14, -0.02, -9.54, 3.22, -1.19, -0.29, -0.05, -0.16
2.573, -0.63, 2.50, 10.86, 0.18, 0.10, 0.41, -9.43, 0.82, 2.63, -0.28, 0.04, 0.02, -9.39, 2.46, -1.21, -0.43, -0.00, -0.06
2.607, -0.68, 2.26, 11.72, 0.24, 0.12, 0.47, -10.39, 0.77, 2.51, -0.33, -0.03, 0.03, -10.39, 2.48, -1.24, -0.49, -0.01, 0.01
2.641, -0.70, 2.82, 11.94, 0.22, 0.05, 0.56, -10.40, 0.83, 2.97, -0.42, 0.01, -0.04, -10.53, 3.11, -1.25, -0.58, -0.08, -0.07
2.675, -0.76, 3.26, 11.46, 0.18, -0.02, 0.74, -9.98, 0.97, 3.40, -0.61, 0.02, -0.10, -9.73, 3.38, -1.36, -0.78, -0.14, -0.04
2.709, -0.86, 2.27, 10.21, 0.31, 0.04, 0.89, -8.81, 1.09, 2.35, -0.76, -0.11, -0.03, -8.66, 2.21, -1.52, -0.92, -0.05, 0.07
2.743, -1.02, 1.38, 10.85, 0.35, 0.13, 0.97, -9.43, 1.13, 1.43, -0.83, -0.14, 0.04, -9.47, 1.31, -1.59, -0.99, 0.01, 0.09
2.777, -1.10, 0.64, 10.49, 0.37, 0.14, 1.00, -9.00, 1.21, 0.69, -0.85, -0.16, 0.06, -8.88, 0.59, -1.70, -1.01, 0.03, 0.12
2.811, -1.02, -0.17, 10.49, 0.37, 0.21, 0.99, -8.90, 1.09, -0.27, -0.84, -0.14, 0.13, -9.04, -0.42, -1.61, -0.99, 0.11, 0.08
2.845, -0.92, -1.50, 11.30, 0.24, 0.22, 0.92, -9.75, 0.86, -1.53, -0.76, -0.02, 0.13, -9.72, -1.74, -1.50, -0.90, 0.10, -0.02
2.879, -0.70, -2.40, 10.94, 0.28, 0.21, 0.70, -9.47, 0.61, -2.17, -0.54, -0.08, 0.12, -9.48, -2.19, -1.31, -0.66, 0.09, 0.05
2.913, -0.56, -1.46, 11.10, 0.38, 0.21, 0.50, -9.55, 0.58, -1.19, -0.35, -0.16, 0.13, -9.61, -1.19, -1.18, -0.49, 0.09, 0.14
2.947, -0.52, -1.39, 11.32, 0.31, 0.24, 0.37, -9.87, 0.51, -1.18, -0.22, -0.08, 0.15, -10.04, -1.19, -1.13, -0.35, 0.11, 0.06
2.982, -0.44, -0.95, 11.49, 0.28, 0.20, 0.25, -9.98, 0.46, -0.70, -0.10, -0.06, 0.11, -10.02, -0.71, -1.06, -0.23, 0.07, 0.04
3.015, -0.41, -0.49, 11.12, 0.24, 0.20, 0.16, -9.67, 0.45, -0.27, -0.02, -0.02, 0.11, -9.73, -0.30, -1.03, -0.15, 0.08, 0.00
3.049, -0.38, 0.02, 11.82, 0.24, 0.19, 0.11, -10.41, 0.45, 0.15, 0.03, -0.02, 0.10, -10.48, 0.06, -1.06, -0.10, 0.05, 0.01
3.083, -0.45, -0.28, 11.59, 0.17, 0.13, 0.02, -10.07, 0.45, -0.12, 0.13, 0.07, 0.04, -10.16, -0.16, -1.07, 0.01, -0.00, -0.08
3.117, -0.51, 0.37, 11.71, 0.24, 0.09, -0.06, -10.20, 0.57, 0.55, 0.20, -0.01, -0.00, -10.23, 0.54, -1.13, 0.07, -0.05, 0.00
3.151, -0.51, 0.67, 11.38, 0.21, 0.06, -0.07, -9.91, 0.60, 0.77, 0.20, 0.02, -0.03, -9.96, 0.73, -1.14, 0.07, -0.07, -0.03
3.185, -0.59, 0.43, 11.57, 0.17, 0.03, -0.08, -10.06, 0.61, 0.51, 0.23, 0.06, -0.06, -10.06, 0.41, -1.13, 0.10, -0.10, -0.07
3.219, -0.53, 0.19, 11.48, 0.16, -0.00, -0.15, -10.00, 0.61, 0.42, 0.29, 0.07, -0.09, -10.00, 0.38, -1.18, 0.17, -0.13, -0.07
3.253, -0.53, 0.64, 11.23, 0.15, -0.01, -0.20, -9.72, 0.60, 0.82, 0.33, 0.08, -0.10, -9.75, 0.81, -1.12, 0.20, -0.14, -0.09
3.288, -0.48, 0.75, 11.48, 0.18, -0.02, -0.19, -10.02, 0.53, 0.88, 0.33, 0.05, -0.11, -10.11, 0.81, -1.03, 0.20, -0.15, -0.06
3.321, -0.43, 1.02, 11.37, 0.15, -0.06, -0.19, -9.87, 0.51, 1.25, 0.33, 0.07, -0.15, -9.82, 1.27, -1.02, 0.19, -0.19, -0.08
3.356, -0.39, 1.23, 11.23, 0.13, -0.06, -0.15, -9.71, 0.49, 1.32, 0.28, 0.11, -0.14, -9.75, 1.22, -0.93, 0.15, -0.18, -0.12
3.390, -0.35, 0.74, 11.06, 0.13, -0.04, -0.14, -9.57, 0.41, 0.82, 0.28, 0.10, -0.12, -9.55, 0.69, -0.90, 0.15, -0.16, -0.10
3.423, -0.30, 1.20, 11.92, 0.19, -0.03, -0.17, -10.56, 0.36, 1.43, 0.30, 0.03, -0.12, -10.63, 1.42, -0.82, 0.17, -0.17, -0.03
3.458, -0.18, 1.04, 12.21, 0.14, -0.10, -0.11, -10.64, 0.23, 1.03, 0.24, 0.10, -0.19, -10.71, 0.85, -0.75, 0.11, -0.24, -0.12
3.491, 0.03, 0.67, 12.05, 0.15, -0.15, -0.13, -10.58, 0.03, 0.85, 0.27, 0.07, -0.24, -10.57, 0.80, -0.58, 0.14, -0.28, -0.08
3.525, 0.11, 0.59, 12.48, 0.11, -0.15, -0.13, -11.08, -0.03, 0.71, 0.28, 0.12, -0.23, -11.29, 0.63, -0.50, 0.14, -0.28, -0.13
3.560, 0.12, 0.41, 13.43, 0.15, -0.24, -0.16, -11.97, -0.10, 0.55, 0.30, 0.07, -0.33, -12.04, 0.51, -0.51, 0.17, -0.38, -0.08
3.594, 0.08, 1.25, 13.93, 0.12, -0.32, -0.17, -12.40, -0.01, 1.36, 0.31, 0.11, -0.42, -12.53, 1.34, -0.52, 0.16, -0.47, -0.14
3.627, 0.29, 1.16, 14.66, 0.14, -0.45, -0.14, -13.24, -0.29, 1.30, 0.28, 0.07, -0.55, -13.43, 1.37, -0.31, 0.14, -0.62, -0.09
3.661, 0.38, 1.80, 14.14, 0.11, -0.68, -0.06, -12.53, -0.32, 1.91, 0.20, 0.11, -0.77, -12.55, 1.90, -0.18, 0.05, -0.83, -0.15
3.695, 0.62, 0.66, 13.57, 0.01, -0.79, -0.00, -12.00, -0.64, 0.76, 0.16, 0.22, -0.88, -12.16, 0.74, 0.06, 0.02, -0.93, -0.27
3.729, 0.85, 1.20, 13.35, 0.03, -0.91, -0.02, -11.85, -0.81, 1.44, 0.17, 0.18, -1.00, -11.86, 1.45, 0.26, 0.02, -1.06, -0.21
3.764, 0.80, 1.05, 13.01, 0.08, -1.05, 0.03, -11.35, -0.76, 1.09, 0.13, 0.13, -1.15, -11.40, 0.89, 0.18, -0.03, -1.22, -0.19
3.799, 0.82, -0.31, 10.99, 0.09, -1.23, -0.01, -9.25, -0.81, -0.21, 0.19, 0.12, -1.32, -9.09, -0.45, 0.24, 0.04, -1.39, -0.17
3.831, 0.87, -0.76, 7.99, 0.17, -1.23, -0.17, -6.38, -0.83, -0.44, 0.34, 0.04, -1.29, -6.19, -0.51, 0.35, 0.20, -1.34, -0.08
3.866, 1.19, 0.25, 6.05, 0.13, -1.00, -0.22, -4.52, -1.00, 0.51, 0.38, 0.09, -1.04, -4.43, 0.42, 0.70, 0.23, -1.07, -0.13
3.900, 1.46, 0.10, 5.85, 0.11, -0.63, -0.19, -4.48, -1.30, 0.30, 0.34, 0.11, -0.67, -4.47, 0.00, 1.06, 0.20, -0.69, -0.13
3.933, 1.78, 0.08, 7.21, 0.19, -0.32, -0.23, -5.87, -1.67, 0.40, 0.38, 0.02, -0.38, -5.91, 0.19, 1.32, 0.24, -0.41, -0.03
3.969, 2.09, 0.37, 8.15, 0.21, -0.14, -0.24, -6.72, -2.00, 0.51, 0.38, 0.03, -0.21, -6.97, 0.36, 1.68, 0.24, -0.25, -0.05
4.002, 2.51, 0.59, 8.84, 0.16, -0.08, -0.23, -7.40, -2.44, 0.89, 0.36, 0.06, -0.16, -7.45, 0.73, 2.09, 0.23, -0.20, -0.05
4.035, 2.92, 0.21, 8.40, 0.25, -0.01, -0.21, -6.93, -2.83, 0.52, 0.35, -0.03, -0.08, -7.15, 0.36, 2.47, 0.22, -0.11, 0.02
4.071, 3.19, 1.00, 8.86, 0.22, 0.10, -0.18, -7.44, -3.08, 1.28, 0.31, 0.01, 0.03, -7.57, 1.08, 2.77, 0.18, 0.00, 0.00
4.105, 3.41, 1.41, 9.98, 0.27, 0.23, -0.11, -8.58, -3.27, 1.68, 0.24, -0.03, 0.15, -8.91, 1.58, 2.97, 0.10, 0.12, 0.03
4.138, 3.67, 1.26, 11.58, 0.22, 0.23, -0.00, -10.13, -3.62, 1.36, 0.13, 0.00, 0.14, -10.43, 1.10, 3.20, -0.00, 0.09, -0.01
4.172, 3.84, 0.68, 12.06, 0.22, 0.13, 0.02, -10.58, -3.81, 0.85, 0.11, 0.01, 0.04, -10.84, 0.70, 3.37, -0.02, -0.01, -0.02
4.207, 4.05, 0.46, 11.93, 0.30, -0.01, 0.03, -10.31, -4.05, 0.71, 0.11, -0.08, -0.10, -10.41, 0.47, 3.58, -0.03, -0.16, 0.07
4.239, 4.32, 0.60, 10.90, 0.32, -0.08, 0.05, -9.37, -4.26, 0.81, 0.09, -0.10, -0.16, -9.63, 0.60, 3.92, -0.06, -0.21, 0.08
4.275, 4.59, 0.05, 10.75, 0.28, -0.14, 0.09, -9.08, -4.60, 0.14, 0.05, -0.05, -0.22, -9.22, -0.14, 4.18, -0.09, -0.27, 0.02
4.308, 4.89, 0.45, 9.83, 0.25, -0.07, 0.05, -8.50, -4.76, 0.90, 0.09, -0.03, -0.14, -8.75, 0.83, 4.40, -0.06, -0.17, 0.03
4.341, 4.93, 1.40, 11.11, 0.30, -0.04, 0.13, -9.60, -4.83, 1.60, 0.00, -0.07, -0.13, -9.88, 1.40, 4.50, -0.15, -0.18, 0.04
4.377, 4.99, 0.74, 10.49, 0.21, -0.12, 0.22, -8.86, -4.91, 0.92, -0.08, 0.01, -0.21, -9.05, 0.63, 4.53, -0.23, -0.25, -0.04
4.410, 4.66, 0.26, 9.25, 0.20, -0.16, 0.25, -7.50, -4.51, 0.43, -0.11, 0.02, -0.24, -7.51, 0.14, 4.12, -0.25, -0.27, -0.06
4.443, 4.21, 0.41, 8.41, 0.19, 0.05, 0.24, -7.21, -4.02, 0.80, -0.10, 0.02, -0.01, -7.52, 0.73, 3.69, -0.24, -0.03, -0.03
4.477, 4.02, 1.06, 10.81, 0.31, 0.13, 0.32, -9.45, -3.95, 1.18, -0.19, -0.11, 0.04, -9.72, 0.87, 3.55, -0.34, -0.01, 0.09
4.511, 3.69, -0.39, 10.18, 0.31, 0.03, 0.32, -8.43, -3.76, -0.44, -0.17, -0.07, -0.06, -8.64, -0.83, 3.26, -0.30, -0.10, 0.03
4.545, 3.71, -0.90, 9.04, 0.24, 0.02, 0.18, -7.39, -3.66, -0.51, -0.02, -0.03, -0.06, -7.31, -0.65, 3.12, -0.15, -0.09, 0.02
4.579, 3.08, 0.99, 8.22, 0.28, 0.25, 0.14, -7.00, -2.82, 1.25, -0.02, -0.04, 0.20, -7.37, 1.15, 2.53, -0.17, 0.19, 0.01
4.613, 3.10, -1.34, 11.17, 0.27, 0.36, 0.19, -9.79, -3.15, -1.51, -0.04, -0.05, 0.26, -10.09, -1.98, 2.47, -0.16, 0.21, 0.04
4.647, 2.37, -1.57, 10.92, 0.18, 0.24, -0.06, -9.22, -2.34, -1.20, 0.21, 0.07, 0.15, -9.46, -1.17, 1.71, 0.10, 0.11, -0.09
4.681, 1.87, -0.09, 11.07, 0.17, 0.23, -0.13, -9.50, -1.81, 0.10, 0.27, 0.04, 0.14, -9.32, -0.14, 1.24, 0.15, 0.10, -0.02
4.714, 1.52, 0.56, 10.02, 0.28, 0.32, -0.20, -8.55, -1.38, 0.90, 0.33, -0.04, 0.24, -8.75, 1.00, 0.94, 0.20, 0.22, 0.03
4.748, 1.56, 1.11, 11.90, 0.19, 0.36, -0.12, -10.55, -1.49, 1.31, 0.25, 0.03, 0.27, -10.63, 1.06, 1.04, 0.12, 0.21, -0.01
4.783, 1.79, -0.23, 10.65, 0.34, 0.28, -0.17, -9.13, -1.77, 0.08, 0.31, -0.10, 0.20, -9.33, 0.07, 1.24, 0.19, 0.16, 0.09
4.817, 1.76, 1.70, 11.36, 0.14, 0.26, -0.16, -9.83, -1.61, 1.91, 0.28, 0.09, 0.17, -9.93, 1.90, 1.20, 0.14, 0.13, -0.09
4.850, 1.68, 1.02, 11.08, 0.21, 0.25, -0.06, -9.71, -1.56, 1.17, 0.19, 0.01, 0.17, -9.84, 0.92, 1.07, 0.05, 0.12, -0.01
4.885, 1.61, 0.46, 11.52, 0.18, 0.22, -0.07, -10.08, -1.52, 0.63, 0.20, 0.05, 0.13, -10.28, 0.56, 1.00, 0.08, 0.09, -0.05
4.919, 1.69, 0.35, 11.29, 0.23, 0.15, -0.07, -9.67, -1.67, 0.46, 0.21, -0.00, 0.06, -9.70, 0.25, 1.24, 0.07, 0.01, -0.00
4.953, 2.03, -0.14, 10.28, 0.22, 0.11, -0.10, -8.72, -1.96, 0.05, 0.24, -0.00, 0.02, -8.72, -0.20, 1.51, 0.11, -0.02, -0.00
4.987, 2.55, -1.15, 8.81, 0.16, 0.12, -0.18, -7.19, -2.57, -0.94, 0.33, 0.07, 0.04, -7.23, -1.15, 2.14, 0.21, 0.00, -0.07
5.021, 2.96, -0.10, 7.38, 0.32, 0.21, -0.28, -5.86, -2.84, 0.27, 0.41, -0.10, 0.14, -5.84, 0.12, 2.55, 0.27, 0.11, 0.12
