timestamp,value_0,value_1,value_2
1764891501625,-0.012217305,0.0052687125,0.0041996986
1764891501625,-0.004276057,0.008323039,-6.872234E-4
1764891501626,0.018936822,0.022983804,-0.004352415
1764891501628,0.0421497,0.022372939,-0.0061850105
1764891501630,0.05375614,0.027870728,-0.014126259
1764891501642,0.07513642,0.03397938,-0.019624045
1764891501642,0.096516706,0.033368513,-0.02695443
1764891501642,0.1020145,0.034590244,-0.030008756
1764891501642,0.11056661,0.041309763,-0.03428481
1764891501642,0.1160644,0.03520111,-0.03795
1764891501646,0.116675265,0.032757647,-0.03795
1764891501646,0.11301007,0.029092457,-0.03795
1764891501647,0.11178834,0.022983804,-0.036728274
1764891501665,0.108123146,0.022983804,-0.03733914
1764891501665,0.10445796,0.016264288,-0.033673946
1764891501665,0.0983493,0.013209961,-0.031841353
1764891501665,0.09040806,0.016875152,-0.027565295
1764891501665,0.07819075,0.022372939,-0.02023491
1764891501665,0.07269296,0.024816401,-0.021456642
1764891501665,0.05681047,0.03214678,-0.012293663
1764891501665,0.051923547,0.034590244,-0.0110719325
1764891501665,0.047036625,0.03520111,-0.008017606
1764891501666,0.04153884,0.03153592,-0.0055741454
1764891501668,0.036651913,0.03520111,0.0011453723
1764891501671,0.029932396,0.030925052,0.0017562376
1764891501673,0.02565634,0.03214678,0.0035888334
1764891501674,0.017715093,0.033368513,0.0011453723
1764891501680,0.009162978,0.032757647,-0.0019089539
1764891501680,0.01160644,0.037033707,-0.0031306844
1764891501682,0.009773844,0.032757647,-0.0092393365
1764891501695,0.012217305,0.029703323,-0.0129045285
1764891501695,0.01282817,0.03153592,-0.015958855
1764891501695,0.018325957,0.030314188,-0.019624045
1764891501695,0.022602014,0.027259862,-0.026343564
1764891501695,0.025045475,0.030925052,-0.028787024
1764891501695,0.031154128,0.030314188,-0.032452215
1764891501839,0.032375857,0.037033707,-0.034895677
1764891501839,0.035430185,0.040698897,-0.035506543
1764891501839,0.0421497,0.044364087,-0.03611741
1764891501839,0.042760566,0.047418416,-0.035506543
1764891501839,0.045814894,0.04802928,-0.032452215
1764891501839,0.048258353,0.049861874,-0.030619621
1764891501839,0.05131268,0.052305337,-0.027565295
1764891501839,0.05375614,0.04925101,-0.026343564
1764891501839,0.05497787,0.044974953,-0.024510968
1764891501839,0.056199603,0.048640147,-0.019624045
1764891501839,0.0580322,0.04008803,-0.017180584
1764891501839,0.056199603,0.037644573,-0.014126259
1764891501840,0.056199603,0.034590244,-0.0129045285
1764891501840,0.05681047,0.02359467,-0.0092393365
1764891501840,0.05681047,0.022983804,-0.008017606
1764891501840,0.0580322,0.016875152,-0.007406741
1764891501840,0.059253927,0.013820826,-0.00496328
1764891501840,0.06047566,0.009544769,-0.004352415
1764891501840,0.06047566,0.005879578,-0.0031306844
1764891501840,0.06658431,0.008933905,-0.0031306844
1764891501840,0.06719518,0.0052687125,-0.0055741454
1764891501840,0.07147124,0.008323039,-0.004352415
1764891501840,0.07819075,0.015042556,-0.0037415496
1764891501840,0.08002335,0.013209961,-0.0055741454
1764891501840,0.07941248,0.020540344,-0.0061850105
1764891501840,0.0842994,0.025427265,-0.0061850105
1764891501840,0.08735373,0.030925052,-0.0055741454
1764891501840,0.08735373,0.027259862,-0.007406741
1764891501840,0.08674286,0.04008803,-0.008017606
1764891501840,0.08674286,0.034590244,-0.008628472
1764891501840,0.086132,0.037644573,-0.0061850105
1764891501840,0.08368854,0.030314188,-0.0092393365
1764891501840,0.08368854,0.029092457,-0.007406741
1764891501840,0.080634214,0.02115121,-0.010461068
1764891501840,0.077579886,0.009544769,-0.012293663
1764891501840,0.07941248,0.0107665,-0.0092393365
1764891501840,0.07513642,0.0028252518,-0.0110719325
1764891501840,0.07147124,-0.008781188,-0.007406741
1764891501840,0.070249505,-0.0081703225,-0.008628472
1764891501840,0.06780604,-0.012446379,-0.0067958757
1764891501840,0.06291912,-0.0173333,-0.0055741454
1764891501840,0.06047566,-0.019776762,-0.004352415
1764891501840,0.05681047,-0.022220224,-0.0031306844
1764891501840,0.051923547,-0.020998493,-0.0025198192
1764891501840,0.051923547,-0.019776762,-7.6358156E-5
1764891501840,0.045814894,-0.01366811,5.345071E-4
1764891501840,0.04642576,-0.016111571,0.0023671028
1764891501840,0.042760566,-0.014278975,0.0035888334
1764891501840,0.03970624,-0.0032834008,0.0048105638
1764891501840,0.039095376,-0.003894266,0.007254025
1764891501840,0.037873644,0.0016035213,0.009697486
1764891501840,0.03604105,-0.001450805,0.010919216
1764891501840,0.036651913,-0.0032834008,0.013362677
1764891501840,0.035430185,-0.005726862,0.015806139
1764891501840,0.032986723,-0.006948592,0.0182496
1764891501840,0.034208454,-0.0051159966,0.02069306
1764891501840,0.032375857,-0.010002919,0.024969118
1764891501840,0.029932396,-0.012446379,0.026801713
1764891501840,0.031154128,-0.010002919,0.026190847
1764891501840,0.023823744,-0.018555032,0.031688634
1764891501840,0.02321288,-0.019165898,0.0322995
1764891501840,0.02076942,-0.018555032,0.03718642
1764891501840,0.015271631,-0.02893974,0.037797287
1764891501840,0.013439035,-0.02893974,0.04085161
1764891501840,0.010995574,-0.035659257,0.03901902
1764891501840,0.007330383,-0.03688099,0.042073343
1764891501840,0.0061086523,-0.03688099,0.044516806
1764891501840,0.0036651916,-0.039935317,0.044516806
1764891501840,-0.0018325958,-0.038713586,0.05062546
1764891501840,-0.0036651916,-0.04054618,0.046960264
1764891501840,-0.007941248,-0.041157044,0.051236324
1764891501840,-0.009162978,-0.038713586,0.053679783
1764891501840,-0.01160644,-0.036270123,0.05551238
1764891501844,-0.01160644,-0.029550606,0.05795584
1764891501844,-0.015882496,-0.024663685,0.05795584
1764891501866,-0.017104227,-0.030161472,0.059788436
1764891501866,-0.017715093,-0.031994067,0.061010167
1764891501866,-0.021991149,-0.025885414,0.0603993
1764891501866,-0.021380283,-0.027107146,0.061621033
1764891501866,-0.022602014,-0.030161472,0.061621033
1764891501866,-0.021991149,-0.033826664,0.062842764
1764891501866,-0.022602014,-0.03504839,0.061010167
1764891501866,-0.02076942,-0.04176791,0.06345363
1764891501866,-0.02076942,-0.04176791,0.06345363
1764891501866,-0.021991149,-0.04298964,0.061010167
1764891501871,-0.020158553,-0.045433104,0.05917757
1764891501871,-0.021380283,-0.04482224,0.05917757
1764891501871,-0.018325957,-0.043600507,0.05551238
1764891501891,-0.015882496,-0.04054618,0.05245805
1764891501891,-0.012217305,-0.03810272,0.053679783
1764891501891,-0.007941248,-0.033826664,0.04879286
1764891501891,-0.0036651916,-0.028328875,0.04512767
1764891501891,-0.0030543262,-0.023441954,0.04512767
1764891501891,6.1086525E-4,-0.025885414,0.04390594
1764891501891,0.005497787,-0.020387627,0.042073343
1764891501891,0.008552114,-0.018555032,0.03718642
1764891501891,0.012217305,-0.012446379,0.03901902
1764891501893,0.015271631,-0.0075594573,0.034742963
1764891501893,0.019547688,-0.0051159966,0.03352123
1764891501900,0.02076942,-0.005726862,0.032910366
1764891501900,0.02321288,-0.001450805,0.034132097
1764891501924,0.025045475,-0.003894266,0.0322995
1764891501924,0.030543262,-0.010613783,0.0322995
1764891501924,0.030543262,-0.010613783,0.0322995
1764891501924,0.030543262,-0.011224649,0.030466905
1764891501924,0.032375857,-0.018555032,0.028023442
1764891501924,0.035430185,-0.020998493,0.030466905
1764891501924,0.03970624,-0.022831088,0.028634308
1764891501924,0.040927973,-0.028328875,0.02985604
1764891501924,0.043982297,-0.027107146,0.029245174
1764891501924,0.04337143,-0.032604933,0.027412578
1764891501924,0.042760566,-0.02649628,0.029245174
1764891501924,0.045814894,-0.025274549,0.028634308
1764891501924,0.047647487,-0.02405282,0.031688634
1764891501928,0.04337143,-0.020387627,0.030466905
1764891501928,0.0421497,-0.024663685,0.030466905
1764891501949,0.04153884,-0.024663685,0.03352123
1764891501949,0.040317107,-0.023441954,0.034132097
1764891501949,0.036651913,-0.027107146,0.031688634
1764891501949,0.036651913,-0.030161472,0.032910366
1764891501949,0.03359759,-0.031994067,0.0322995
1764891501949,0.032986723,-0.036270123,0.031688634
1764891501949,0.029321533,-0.042378776,0.031077769
1764891501949,0.029321533,-0.04604397,0.031077769
1764891501949,0.028099801,-0.05093089,0.032910366
1764891501949,0.02687807,-0.044211373,0.0322995
1764891501949,0.02687807,-0.04848743,0.03352123
1764891501950,0.02321288,-0.045433104,0.034742963
1764891501953,0.025045475,-0.04298964,0.03352123
1764891501958,0.02443461,-0.04298964,0.035353824
1764891501958,0.022602014,-0.041157044,0.03718642
1764891501973,0.022602014,-0.044211373,0.035353824
1764891501973,0.02443461,-0.039935317,0.038408153
1764891501973,0.023823744,-0.043600507,0.03901902
1764891501973,0.02443461,-0.04176791,0.041462477
1764891501973,0.025045475,-0.043600507,0.041462477
1764891501973,0.021991149,-0.04482224,0.042073343
1764891501973,0.02321288,-0.051541757,0.04390594
1764891501973,0.022602014,-0.047876563,0.04390594
1764891501977,0.022602014,-0.04970916,0.0463494
1764891501978,0.021380283,-0.05093089,0.045738537
1764891501996,0.020158553,-0.04970916,0.048181996
1764891501996,0.019547688,-0.05215262,0.05062546
1764891501996,0.016493361,-0.04848743,0.05062546
1764891501996,0.017104227,-0.04482224,0.051236324
1764891501996,0.016493361,-0.050320026,0.051236324
1764891501996,0.014660766,-0.04482224,0.050014593
1764891501996,0.014660766,-0.04665483,0.053068917
1764891501996,0.01282817,-0.041157044,0.051236324
1764891501996,0.013439035,-0.04176791,0.05245805
1764891501996,0.013439035,-0.04176791,0.051236324
1764891501999,0.01038471,-0.04176791,0.051847186
1764891502002,0.012217305,-0.041157044,0.050014593
1764891502003,0.01038471,-0.042378776,0.051847186
1764891502004,0.009773844,-0.03504839,0.051847186
1764891502006,0.0067195175,-0.03932445,0.04879286
1764891502008,0.0067195175,-0.03810272,0.051236324
1764891502010,0.004886922,-0.038713586,0.05062546
1764891502012,0.0036651916,-0.038713586,0.051236324
1764891502027,0.0012217305,-0.033826664,0.051236324
1764891502027,-0.0012217305,-0.03688099,0.05062546
1764891502027,-0.0030543262,-0.037491854,0.04879286
